Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
1754;Yu-Gi-Oh! The Sacred Cards (American and Others sales);GBA;2002;Role-Playing;Konami Digital Entertainment;84;27;0;5;116
1742;EA Sports Active: More Workouts;Wii;2009;Sports;Electronic Arts;78;28;0;1;116
1752;Jet Force Gemini;N64;1999;Shooter;Nintendo;78;28;7;2;116
1760;LEGO Star Wars: The Video Game;XB;2005;Action;Eidos Interactive;83;28;0;5;116
1759;Rocksmith;PS3;2011;Misc;Ubisoft;52;38;9;17;116
1750;LEGO Star Wars III: The Clone Wars;DS;2011;Action;LucasArts;66;39;0;11;116
1757;Medal of Honor Heroes 2;PSP;2007;Shooter;Electronic Arts;5;39;2;25;116
1747;Tom Clancy's Ghost Recon: Jungle Storm;PS2;2004;Shooter;Ubisoft;57;44;0;15;116
1751;NASCAR Thunder 2002;PS2;2001;Racing;Electronic Arts;57;44;0;15;116
1756;Test Drive: Off Road;PS;1997;Racing;Eidos Interactive;65;44;0;8;116
1743;Fallout: New Vegas;PC;2010;Role-Playing;Bethesda Softworks;58;45;0;14;116
1758;Sniper: Ghost Warrior;X360;2010;Shooter;City Interactive;54;51;0;12;116
1741;007: Quantum of Solace;PS3;2008;Action;Activision;43;52;2;2;116
1744;Need for Speed: Most Wanted;PSV;2012;Racing;Electronic Arts;38;52;1;25;116
1762;Plants vs. Zombies: Garden Warfare;X360;2014;Shooter;Electronic Arts;51;54;0;1;116
1748;SingStar;PS3;2007;Misc;Sony Computer Entertainment;45;58;0;13;116
1761;FIFA Soccer 10;PSP;2009;Sports;Electronic Arts;15;68;1;32;116
1773;Derby Stallion III;SNES;1995;Sports;ASCII Entertainment;0;0;115;0;115
1774;Doraemon;NES;1986;Action;Hudson Soft;0;0;115;0;115
1779;Dragon Quest I & II;SNES;1993;Role-Playing;Enix Corporation;0;0;115;0;115
1782;Puyo Puyo Sun Ketteiban;PS;1997;Puzzle;Compile;0;0;107;7;115
1768;Kaboom!;2600;1980;Misc;Activision;107;7;0;1;115
1777;Donkey Konga;GC;2003;Misc;Nintendo;5;16;46;3;115
1772;Qix;GB;1990;Puzzle;Nintendo;51;2;41;3;115
1776;Ratchet & Clank: All 4 One;PS3;2011;Platform;Sony Computer Entertainment;75;22;5;12;115
1766;Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive;57;33;9;16;115
1770;Sonic and the Black Knight;Wii;2009;Platform;Sega;69;35;1;11;115
1781;Asteroids;PS;1998;Shooter;Success;64;43;0;7;115
1765;Gauntlet: Dark Legacy;PS2;2001;Action;Midway Games;56;44;0;15;115
1767;Bad Boys: Miami Takedown;PS2;2004;Shooter;Empire Interactive;56;44;0;15;115
1780;Tak and the Power of Juju;PS2;2003;Platform;THQ;56;44;0;15;115
1764;Omerta: City of Gangsters;PS3;2011;Simulation;Konami Digital Entertainment;52;46;0;17;115
1769;Red Dead Redemption: Undead Nightmare;PS3;2010;Action;Take-Two Interactive;44;46;6;18;115
1778;Fight Night Champion;PS3;2011;Fighting;Electronic Arts;45;51;0;19;115
1775;High School Musical 2: Work This Out!;DS;2008;Misc;Disney Interactive Studios;5;52;0;13;115
1771;Call of Duty 4: Modern Warfare;PC;2007;Shooter;Activision;0;112;0;3;115
1763;Worldwide Soccer Manager 2009;PC;2008;Simulation;Sega;0;114;0;1;115
1786;Shadow of the Colossus;PS2;2005;Action;Sony Computer Entertainment;78;3;2;13;114
1788;Hot Shots Golf: Out of Bounds;PS3;2007;Sports;Sony Computer Entertainment;31;3;76;4;114
1789;Dance Dance Revolution Extreme 2;PS2;2005;Simulation;Konami Digital Entertainment;95;4;0;16;114
1801;Mobile Suit Gundam: Federation vs. Zeon;PS2;2001;Simulation;Atari;12;1;88;3;114
1793;Commando;NES;1986;Action;Capcom;71;16;25;3;114
1787;Brave Fencer Musashi;PS;1998;Role-Playing;SquareSoft;25;17;65;7;114
1794;Pilotwings;SNES;1990;Simulation;Nintendo;46;17;48;2;114
1792;South Park;N64;1998;Shooter;Acclaim Entertainment;9;23;0;2;114
1795;Resident Evil - Code: Veronica;DC;2000;Action;Eidos Interactive;41;23;47;3;114
1783;Pokemon Rumble Blast;3DS;2011;Action;Nintendo;47;26;35;7;114
1798;LEGO Star Wars: The Video Game;GBA;2005;Action;Eidos Interactive;82;3;0;2;114
1785;Tenchu: Wrath of Heaven;PS2;2003;Action;Activision;44;34;25;11;114
1796;Super R.C. Pro-Am;GB;1991;Racing;Nintendo;58;37;15;4;114
1800;Guitar Hero 5;X360;2009;Misc;Activision;65;37;0;11;114
1797;The Lord of the Rings: The Return of the King;XB;2003;Action;Electronic Arts;71;38;0;5;114
1802;Need for Speed Underground 2;GC;2004;Racing;Electronic Arts;7;39;1;3;114
1784;Action Bass;PS;2000;Action;Take-Two Interactive;64;43;0;7;114
1799;Royal Palace of White Sword and The City of Gentiles;PS2;2005;Role-Playing;Take-Two Interactive;0;51;0;62;114
1790;Mirror's Edge;PS3;2008;Platform;Electronic Arts;31;59;2;22;114
1791;Rabbids Go Home;Wii;2009;Platform;Ubisoft;26;75;0;14;114
1806;Derby Stallion 99;PS;1999;Sports;ASCII Entertainment;0;0;106;7;113
1811;Donkey Kong;NES;1983;Platform;Nintendo;23;5;84;1;113
1803;MechAssault;XB;2002;Simulation;Microsoft Game Studios;101;1;0;3;113
1809;Tom Clancy's Rainbow Six 3: Black Arrow;XB;2004;Shooter;Ubisoft;99;12;0;2;113
1815;Yakuza 3;PS3;2009;Action;Sega;21;21;62;8;113
1807;Cars;GBA;2006;Racing;THQ;81;3;0;2;113
1816;Pok√©mon Mystery Dungeon: Red Rescue Team (US weekly sales);GBA;2005;Role-Playing;Nintendo;81;3;0;2;113
1817;The Beatles: Rock Band;PS3;2009;Misc;MTV Games;67;3;0;15;113
1808;Fantasy Life;3DS;2012;Role-Playing;Nintendo;33;37;37;6;113
1813;WWE 2K14;X360;2013;Sports;Take-Two Interactive;64;39;0;1;113
1804;ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment;5;41;6;16;113
1805;LEGO Star Wars III: The Clone Wars;3DS;2011;Action;LucasArts;61;43;0;9;113
1812;Jampack Winter '98;PS;1998;Misc;Sony Computer Entertainment;63;43;0;7;113
1810;WWE 2K15;PS4;2014;Sports;Take-Two Interactive;38;56;0;19;113
1814;Alien: Isolation;PS4;2014;Shooter;Sega;34;56;4;19;113
1827;SOCOM: U.S. Navy SEALs Fireteam Bravo;PSP;2005;Shooter;Sony Computer Entertainment;103;0;1;8;112
1819;Moon Patrol;2600;1982;Shooter;Atari;105;6;0;1;112
1829;Yoshi's Cookie;NES;1992;Puzzle;Nintendo;41;6;63;2;112
1825;Rocksmith;X360;2011;Misc;Ubisoft;84;2;1;8;112
1821;Pilotwings 64;N64;1996;Simulation;Nintendo;56;24;3;2;112
1832;Spider-Man 2;XB;2004;Action;Activision;82;26;0;4;112
1818;Dragon Age II;X360;2011;Action;Electronic Arts;72;3;1;9;112
1830;Guitar Hero 5;PS2;2009;Misc;Activision;28;3;0;54;112
1823;Final Fantasy XIV: A Realm Reborn;PS3;2013;Role-Playing;Square Enix;36;33;28;15;112
1822;Crackdown 2;X360;2010;Shooter;Microsoft Game Studios;63;37;2;1;112
1824;Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment;5;37;1;16;112
1826;Disney Infinity 2.0: Marvel Super Heroes;X360;2014;Action;Disney Interactive Studios;62;4;0;1;112
1828;Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision;66;4;0;5;112
1820;Supercar Street Challenge;PS2;2001;Racing;Activision;55;43;0;14;112
1831;Worldwide Soccer Manager 2008;PC;2007;Sports;Russel;0;112;0;0;112
1842;Arc the Lad;PS;1995;Role-Playing;Sony Computer Entertainment;0;0;11;1;111
1837;Guitar Hero Encore: Rocks The 80s;PS2;2007;Misc;RedOctane;92;4;0;15;111
1841;Donkey Kong Jr.;NES;1983;Platform;Nintendo;33;7;7;1;111
1846;Legend of Mana;PS;1999;Role-Playing;SquareSoft;18;13;73;7;111
1843;NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment;95;14;0;3;111
1833;Counter-Strike;XB;2003;Shooter;Microsoft Game Studios;85;23;0;4;111
1845;Pikmin 3;WiiU;2013;Strategy;Nintendo;45;31;29;6;111
1847;Lumines: Puzzle Fusion;PSP;2004;Puzzle;Ubisoft;52;35;0;23;111
1840;Tom Clancy's Splinter Cell: Chaos Theory;XB;2005;Action;Ubisoft;68;38;0;5;111
1838;Sunset Overdrive;XOne;2014;Shooter;Microsoft Game Studios;62;4;0;8;111
1848;Toy Story 3: The Video Game;PS3;2010;Action;Disney Interactive Studios;51;42;0;17;111
1844;Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts;54;46;0;12;111
1836;GRID;PS3;2008;Racing;Codemasters;31;57;3;2;111
1834;Mad Max (2015);PS4;2015;Action;Warner Bros. Interactive Entertainment;32;58;4;17;111
1858;Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories;GB;1999;Strategy;Konami Digital Entertainment;0;0;11;0;11
1859;Lode Runner;NES;1984;Puzzle;Hudson Soft;0;0;11;0;11
1860;The Final Fantasy Legend;GB;1989;Role-Playing;SquareSoft;0;0;11;0;11
1861;Famicom Jump: Eiyuu Retsuden;NES;1989;Role-Playing;Namco Bandai Games;0;0;11;0;11
1839;Rock Band;PS2;N/A;Misc;Electronic Arts;71;6;0;35;111
1850;Megamania;2600;1981;Shooter;Activision;103;6;0;1;11
1853;Jungle Hunt;2600;1982;Platform;Atari;103;6;0;1;11
1864;NERF N-Strike;Wii;2008;Shooter;Electronic Arts;92;9;0;9;11
1870;Star Ocean: The Second Story;PS;1998;Role-Playing;Sony Computer Entertainment;26;1;72;2;11
1863;Popeye;NES;1983;Platform;Nintendo;51;12;45;2;11
1868;Tales of Symphonia;GC;2003;Role-Playing;Nintendo;54;21;31;4;11
1871;Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix;31;22;45;12;11
1852;The Legend of Zelda: Tri Force Heroes;3DS;2015;Action;Nintendo;52;33;17;8;11
1862;F-Zero X;N64;1998;Racing;Nintendo;45;33;29;3;11
1869;Untold Legends: Brotherhood of the Blade;PSP;2005;Role-Playing;Activision;54;33;1;22;11
1849;Guitar Hero 5;PS3;2009;Misc;Activision;53;4;0;17;11
1865;NBA Live 2001;PS2;2001;Sports;Electronic Arts;52;4;4;13;11
1854;Triple Play 98;PS;1997;Sports;Electronic Arts;61;42;0;7;11
1857;WWE SmackDown vs. Raw 2011;PS3;2010;Fighting;THQ;44;46;1;18;11
1856;Petz Dogz 2;DS;2007;Simulation;Ubisoft;47;52;0;12;11
1851;Medal of Honor: Airborne;X360;2007;Shooter;Electronic Arts;45;53;1;12;11
1855;LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment;36;53;0;21;11
1866;SingStar Legends;PS2;2006;Misc;Sony Computer Entertainment;12;75;0;23;11
1867;SingStar Rocks!;PS2;2006;Misc;Sony Computer Entertainment;0;84;0;25;11
1880;BeatMania;PS;1998;Simulation;Konami Digital Entertainment;0;0;107;2;109
1888;Densha De Go!;PS;1997;Simulation;Taito;0;0;102;7;109
1883;Madden NFL 2004;XB;2003;Sports;Electronic Arts;102;2;0;5;109
1885;The Godfather;PS2;2006;Action;Electronic Arts;89;3;1;15;109
1875;Yakuza 2;PS2;2006;Adventure;Sega;5;4;84;16;109
1882;LEGO Star Wars II: The Original Trilogy;DS;2006;Action;LucasArts;96;4;0;8;109
1879;NFL 2K1;DC;2000;Sports;Sega;102;5;0;2;109
1876;Skate 2;X360;2009;Sports;Electronic Arts;82;17;1;9;109
1881;Namco Museum Battle Collection;PSP;2005;Misc;Sony Computer Entertainment;75;18;0;16;109
1894;Sonic Free Riders;X360;2010;Racing;Sega;74;26;0;9;109
1889;Dante's Inferno;PS3;2010;Action;Electronic Arts;64;28;4;13;109
1877;Dragon Ball Z: The Legacy of Goku II;GBA;2003;Role-Playing;Atari;78;29;0;2;109
1873;Imagine: Babysitters;DS;2008;Simulation;Ubisoft;63;36;0;1;109
1886;Tiger Woods PGA Tour 10;Wii;2009;Sports;Electronic Arts;61;37;0;11;109
1872;Star Wars: The Force Unleashed;PSP;2008;Action;LucasArts;43;41;0;25;109
1893;NFL Blitz 2000;PS;1998;Sports;Midway Games;6;41;0;7;109
1887;Star Wars: Bounty Hunter;PS2;2002;Shooter;LucasArts;53;42;0;14;109
1892;Endless Ocean;Wii;2007;Adventure;Nintendo;44;47;9;9;109
1878;Virtua Fighter 5;PS3;2007;Fighting;Sega;29;52;8;2;109
1891;Skylanders Giants;PS3;2012;Action;Activision;35;52;0;22;109
1890;Sonic & Sega All-Stars Racing;DS;2010;Racing;Sega;44;54;0;11;109
1874;The Simpsons Game;PSP;2007;Action;Electronic Arts;24;55;0;31;109
1884;Empire: Total War;PC;2009;Strategy;Sega;1;97;0;11;109
1903;NCAA Football 13;X360;2012;Action;Electronic Arts;102;0;0;6;108
1907;Joust;2600;1982;Platform;Atari;101;6;0;1;108
1899;The Biggest Loser;Wii;2009;Sports;THQ;87;12;0;9;108
1916;Star Fox: Assault;GC;2005;Shooter;Nintendo;68;18;19;3;108
1918;Marvel vs. Capcom 3: Fate of Two Worlds;X360;2011;Fighting;Capcom;79;18;3;7;108
1914;Dragon Ball Z: Taiketsu;GBA;2003;Fighting;Atari;77;29;0;2;108
1915;Disney's Lilo & Stitch;GBA;2002;Platform;Ubisoft;77;29;0;2;108
1912;Spore Creatures;DS;2008;Simulation;Electronic Arts;67;3;0;11;108
1902;Resident Evil: The Darkside Chronicles;Wii;2009;Action;Capcom;48;32;2;9;108
1909;Tom Clancy's Ghost Recon 2;PS2;2004;Shooter;Ubisoft;64;34;0;1;108
1917;Naruto: Ultimate Ninja Storm;PS3;2008;Fighting;Namco Bandai Games;49;35;9;16;108
1911;LEGO City Undercover;WiiU;2013;Platform;Nintendo;47;4;13;8;108
1895;NASCAR Thunder 2004;PS2;2003;Racing;Electronic Arts;53;41;0;14;108
1896;Prince of Persia;PS3;2008;Action;Ubisoft;47;41;3;18;108
1897;SpongeBob SquarePants: Revenge of the Flying Dutchman;PS2;2002;Platform;THQ;53;41;0;14;108
1900;Fisherman's Bass Club;PS2;2002;Sports;Agetec;53;41;0;14;108
1913;Ready 2 Rumble Boxing;PS;1998;Sports;Midway Games;6;41;0;7;108
1901;MySims Agents;DS;2009;Adventure;Electronic Arts;55;43;0;11;108
1908;Tomb Raider: Underworld;X360;2008;Action;Eidos Interactive;53;43;1;11;108
1904;Grand Theft Auto: Chinatown Wars;PSP;2009;Action;Take-Two Interactive;28;5;3;28;108
1906;The Orange Box;PS3;2007;Shooter;Electronic Arts;28;59;0;22;108
1910;DiRT 3;PS3;2011;Racing;Codemasters;27;59;1;21;108
1898;Grand Theft Auto V;PC;2015;Action;Take-Two Interactive;36;64;0;8;108
1905;FIFA Soccer 11;Wii;2010;Sports;Electronic Arts;26;69;0;12;108
1919;NCAA Football 14;X360;2013;Sports;Electronic Arts;101;0;0;6;107
1920;Doko Demo Issyo;PS;1999;Misc;Sony Computer Entertainment;0;0;1;7;107
1927;WWE SmackDown vs. Raw 2010;PS2;2009;Fighting;THQ;53;1;0;54;107
1921;Call of Duty 3;PS2;2006;Shooter;Activision;89;3;0;15;107
1929;Super Princess Peach;DS;2005;Platform;Nintendo;72;6;21;7;107
1925;Virtua Fighter;SAT;1994;Fighting;Sega;17;12;77;2;107
1936;Ridge Racer Revolution;PS;1995;Racing;Sony Computer Entertainment;17;12;71;7;107
1931;SoulCalibur III;PS2;2005;Fighting;Namco Bandai Games;74;15;13;5;107
1935;Disney Universe;Wii;2011;Action;Disney Interactive Studios;67;3;0;1;107
1922;Imagine: Fashion Designer New York;DS;2008;Simulation;Ubisoft;65;32;0;1;107
1923;Red Dead Redemption: Undead Nightmare;X360;2010;Action;Take-Two Interactive;57;39;2;9;107
1924;Bully: Scholarship Edition;X360;2008;Action;Take-Two Interactive;53;4;3;11;107
1930;NHL 99;PS;1997;Sports;Electronic Arts;59;4;0;7;107
1938;Hot Wheels Turbo Racing;PS;1999;Racing;Electronic Arts;59;4;0;7;107
1937;LEGO Pirates of the Caribbean: The Video Game;X360;2011;Action;Disney Interactive Studios;54;42;0;1;107
1932;Skylanders SWAP Force;PS3;2013;Platform;Activision;43;44;0;2;107
1934;World Tour Soccer;PSP;2005;Sports;Sony Computer Entertainment;1;63;0;34;107
1933;F1 2012;PS3;2012;Racing;Codemasters;12;64;5;25;107
1928;Pro Evolution Soccer 2008;X360;2007;Sports;Konami Digital Entertainment;8;9;4;5;107
1926;Championship Manager 99/00;PC;1999;Sports;Eidos Interactive;0;98;0;9;107
1947;Simple 1500 Series Vol. 1: The Mahjong;PS;1998;Misc;D3Publisher;0;0;99;7;106
1958;Dora the Explorer: Dora Saves the Mermaids;DS;2007;Platform;Take-Two Interactive;97;1;0;8;106
1946;Call of Duty 4: Modern Warfare;DS;2007;Shooter;Activision;96;2;1;8;106
1959;Diablo II: Lord of Destruction;PC;2001;Role-Playing;Vivendi Games;103;2;0;0;106
1940;Mortal Kombat: Armageddon;PS2;2006;Fighting;Midway Games;88;4;0;14;106
1955;NFL Blitz;N64;1998;Sports;Midway Games;102;4;0;1;106
1956;NFL Quarterback Club 98;N64;1997;Sports;Acclaim Entertainment;101;5;0;1;106
1965;Apollo Justice: Ace Attorney;DS;2007;Adventure;Capcom;32;6;64;4;106
1961;Spider-Man 2;GBA;2004;Action;Activision;76;28;0;2;106
1944;Darksiders;X360;2010;Action;THQ;67;29;1;1;106
1951;Mercenaries 2: World in Flames;X360;2008;Shooter;Electronic Arts;65;3;1;1;106
1964;Warhawk;PS3;2007;Simulation;Sony Computer Entertainment;49;39;0;17;106
1939;NCAA Football 99;PS;1998;Sports;Electronic Arts;59;4;0;7;106
1941;Aliens vs Predator;X360;2010;Shooter;Sega;55;4;0;11;106
1957;DJ Hero;X360;2009;Misc;Activision;56;4;0;11;106
1963;Seek and Destroy;PS2;2002;Racing;Play It;52;4;0;14;106
1942;Freekstyle;PS2;2002;Racing;Electronic Arts;52;41;0;14;106
1949;NBA Street V3;PS2;2005;Sports;Electronic Arts;52;41;0;14;106
1953;Hulk;PS2;2003;Action;Universal Interactive;52;41;0;14;106
1960;Naruto Shippuden: Ultimate Ninja Storm 4;PS4;2016;Fighting;Namco Bandai Games;39;41;1;16;106
1954;LEGO Indiana Jones: The Original Adventures;PS3;2008;Action;Activision;44;44;0;18;106
1950;Sleeping Dogs;PS3;2012;Action;Square Enix;31;5;5;19;106
1962;Virtua Tennis 3;PS3;2007;Sports;Sega;23;59;3;22;106
1948;Sega Superstars Tennis;Wii;2008;Sports;Sega;28;65;0;13;106
1945;DiRT;PS3;2007;Racing;Codemasters;16;67;0;23;106
1943;Junior Brain Trainer;DS;2008;Misc;GSP;23;74;0;1;106
1952;Worms Armageddon;PS;1999;Strategy;Microprose;18;81;0;8;106
1973;Adventure Island;NES;1986;Platform;Hudson Soft;0;0;105;0;105
1974;Arc the Lad II;PS;1996;Role-Playing;Sony Computer Entertainment;0;0;92;13;105
1975;Tag Team Match M.U.S.C.L.E.;NES;1985;Fighting;Namco Bandai Games;0;0;105;0;105
1976;Derby Stallion 96;SNES;1996;Sports;ASCII Entertainment;0;0;104;1;105
1967;Cosmic Ark;2600;1981;Shooter;Imagic;99;5;0;1;105
1971;Defender;2600;1980;Misc;Atari;99;5;0;1;105
1988;Pokemon Conquest;DS;2012;Role-Playing;Nintendo;58;6;37;4;105
1968;SOCOM: U.S. Navy SEALs Fireteam Bravo 2;PSP;2006;Shooter;Sony Computer Entertainment;81;11;0;13;105
1981;Dave Mirra Freestyle BMX;PS;2000;Sports;Acclaim Entertainment;91;11;0;3;105
1987;Monster Rancher 2;PS;1998;Simulation;Sony Computer Entertainment;19;13;66;7;105
1980;The Simpsons: Road Rage;XB;2001;Racing;Electronic Arts;78;26;0;1;105
1986;MySims Agents;Wii;2009;Adventure;Electronic Arts;62;32;0;1;105
1977;UFC Undisputed 3;PS3;2012;Action;THQ;55;34;3;13;105
1966;Assassin's Creed: Rogue;X360;2014;Action;Ubisoft;58;38;0;9;105
1983;WWE SmackDown vs. Raw 2010;X360;2009;Fighting;THQ;56;38;1;11;105
1978;NBA 2K3;PS2;2002;Sports;Sega;51;4;0;13;105
1989;The Simpsons Game;X360;2007;Action;Electronic Arts;54;4;0;11;105
1970;Aliens vs Predator;PS3;2010;Shooter;Sega;41;47;0;18;105
1979;Dragon Ball: XenoVerse;PS4;2015;Fighting;Namco Bandai Games;3;48;12;15;105
1982;Imagine: Animal Doctor;DS;2007;Simulation;Ubisoft;45;49;0;11;105
1985;Sonic the Hedgehog;X360;2006;Platform;Sega;44;49;0;11;105
1984;Forza Motorsport;XB;2005;Racing;Microsoft Game Studios;52;51;0;2;105
1969;Skylanders: Trap Team;Wii;2014;Action;Activision;42;54;0;8;105
1972;Dance on Broadway;Wii;2010;Misc;Ubisoft;27;66;0;12;105
2000;Dance Dance Revolution SuperNOVA;PS2;2006;Simulation;Konami Digital Entertainment;87;3;0;14;104
1995;Tales of Destiny;PS;1997;Role-Playing;Namco Bandai Games;9;6;83;7;104
2008;Kirby: Mass Attack;DS;2011;Platform;Nintendo;52;6;41;5;104
2004;Jeremy McGrath Supercross 98;PS;1998;Racing;Acclaim Entertainment;91;1;0;3;104
1999;Naruto: Clash of Ninja 2;GC;2003;Fighting;Nintendo;44;12;45;3;104
2002;F-Zero: Maximum Velocity;GBA;2001;Racing;Nintendo;39;16;37;12;104
2003;Bomberman 64;N64;1997;Puzzle;Hudson Soft;5;2;31;3;104
2010;ZhuZhu Pets;DS;2010;Simulation;Activision;68;27;0;9;104
1998;Mega Man X4;PS;1996;Action;Virgin Interactive;45;3;22;7;104
2005;LEGO Indiana Jones 2: The Adventure Continues;X360;2009;Action;Activision;62;33;0;9;104
2009;LEGO Marvel Super Heroes;XOne;2013;Action;Warner Bros. Interactive Entertainment;61;34;0;9;104
2013;WipEout Pure;PSP;2005;Racing;Sony Computer Entertainment;47;34;0;22;104
1997;Disney Fairies: Tinker Bell and the Lost Treasure;DS;2009;Adventure;Disney Interactive Studios;57;35;2;1;104
2001;Brink;X360;2011;Shooter;Bethesda Softworks;59;35;1;9;104
1993;Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007;Fighting;Atari;33;37;26;9;104
1992;Legacy of Kain: Soul Reaver;PS;N/A;Action;Eidos Interactive;58;4;0;7;104
1994;Disney Tangled;DS;2010;Action;Disney Interactive Studios;58;37;0;9;104
1996;ATV: Quad Power Racing;PS;2000;Racing;Acclaim Entertainment;58;39;0;7;104
1991;MVP Baseball 2003;PS2;2003;Sports;Electronic Arts;51;4;0;13;104
2014;EA Sports UFC;PS4;2014;Sports;Electronic Arts;46;4;1;17;104
2007;Need for Speed: Most Wanted;XB;2005;Racing;Electronic Arts;53;46;0;5;104
1990;Guinness World Records: The Videogame;Wii;2008;Action;Warner Bros. Interactive Entertainment;46;47;0;11;104
2011;Tom Clancy's Ghost Recon Advanced Warfighter 2;PS3;2007;Shooter;Ubisoft;34;48;2;19;104
2012;MotorStorm: Arctic Edge;PSP;2009;Racing;Sony Computer Entertainment;16;58;0;3;104
2006;Project CARS;PS4;2015;Racing;Slightly Mad Studios;17;69;2;15;104
2022;Bomberman;NES;1985;Puzzle;Hudson Soft;18;0;85;0;103
2025;Rock Band 2;Wii;2008;Misc;MTV Games;94;1;0;8;103
2017;Tiger Woods PGA Tour 08;Wii;2007;Sports;Electronic Arts;94;2;0;8;103
2015;MX vs. ATV Unleashed;PS2;2005;Racing;THQ;86;3;0;14;103
2024;Tomb Raider;PC;1996;Action;Eidos Interactive;96;7;0;0;103
2026;Street Fighter Alpha 3;PS;1998;Fighting;Virgin Interactive;38;12;51;2;103
2019;Epic Mickey 2: The Power of Two;Wii;2012;Action;Disney Interactive Studios;72;23;0;8;103
2016;Sonic Unleashed;PS3;2008;Platform;Sega;56;33;1;14;103
2020;NCAA March Madness 2004;PS2;2003;Sports;Electronic Arts;5;39;0;13;103
2023;The Simpsons Game;Wii;2007;Action;Electronic Arts;45;47;0;11;103
2018;Rayman Origins;PS3;2011;Platform;Ubisoft;33;51;1;18;103
2039;Madden NFL 07;XB;2006;Sports;Electronic Arts;97;3;0;3;102
2038;Ace Combat 6: Fires of Liberation;X360;2007;Simulation;Atari;69;4;22;6;102
2030;Tom Clancy's Ghost Recon Advanced Warfighter 2;X360;2007;Shooter;Ubisoft;87;5;2;8;102
2035;Final Fight 2;SNES;1993;Action;Capcom;39;12;49;2;102
2034;Tales of Graces f;PS3;2010;Role-Playing;Namco Bandai Games;28;21;45;8;102
2032;Shrek 2;GC;2004;Platform;Activision;73;26;1;3;102
2027;Bulletstorm;X360;2011;Shooter;Electronic Arts;61;32;1;8;102
2031;ZombiU;WiiU;2012;Action;Ubisoft;53;36;5;8;102
2021;Donkey Kong Land III;GB;N/A;Platform;Nintendo;68;31;0;4;103
2037;The Lost World: Jurassic Park;PS;1997;Action;Electronic Arts;57;39;0;7;102
2041;Harry Potter and the Prisoner of Azkaban;PS2;2004;Action;Electronic Arts;5;39;0;13;102
2033;Petz: Catz 2;DS;2007;Simulation;Ubisoft;51;4;0;11;102
2036;Wall-E;Wii;2008;Platform;THQ;51;4;0;11;102
2040;Disney Infinity 2.0: Marvel Super Heroes;PS3;2014;Action;Disney Interactive Studios;44;4;0;17;102
2029;Naruto: Clash of Ninja Revolution;Wii;2007;Fighting;Tomy Corporation;45;46;0;11;102
2028;FIFA Soccer 08;Wii;2007;Sports;Electronic Arts;32;59;1;11;102
2051;Oshare Majo Love and Berry: DS Collection;DS;2006;Misc;Sega;0;0;101;0;101
2052;Monster Rancher;PS;1997;Simulation;Tecmo Koei;12;8;74;7;101
2048;NBA Jam Tournament Edition;SNES;1995;Sports;Acclaim Entertainment;87;12;0;2;101
2047;Ninja Gaiden II;X360;2008;Action;Tecmo Koei;65;22;5;1;101
2043;Bayonetta 2;WiiU;2014;Action;Nintendo;34;28;1;3;101
2044;Prince of Persia;X360;2008;Action;Ubisoft;54;35;2;1;101
2045;God of War: Ghost of Sparta;PSP;2010;Action;Sony Computer Entertainment;41;36;3;21;101
2042;Pong: The Next Level;PS;1998;Puzzle;Hasbro Interactive;56;38;0;7;101
2050;Guitar Hero: Warriors of Rock;Wii;2010;Misc;Activision;48;44;0;9;101
2046;Sonic Generations;3DS;2011;Platform;Sega;44;46;1;9;101
2053;The LEGO Movie Videogame;PS3;2014;Action;Warner Bros. Interactive Entertainment;33;48;2;18;101
2054;DiRT 2;PS3;2009;Racing;Codemasters;27;53;0;2;101
2055;Rayman Legends;PS4;2014;Platform;Ubisoft;21;61;0;18;101
2049;Championship Manager 3;PC;2003;Sports;Eidos Interactive;0;93;0;8;101
2091;NCAA Football 12;X360;2011;Sports;Electronic Arts;94;0;0;6;99
2097;Scooby-Doo! First Frights;Wii;2009;Action;Warner Bros. Interactive Entertainment;88;5;0;7;99
2084;Phoenix Wright: Ace Attorney;DS;2005;Adventure;Capcom;49;7;39;5;99
2100;Guitar Hero: Aerosmith;PS3;2008;Misc;Activision;73;15;0;11;99
2086;The Simpsons: Hit & Run;GC;2003;Racing;Vivendi Games;77;2;0;3;99
2103;Shadow The Hedgehog;GC;2005;Platform;Sega;76;2;0;3;99
2085;NFL Fever 2002;XB;2000;Sports;Microsoft Game Studios;74;21;0;4;99
2099;The Bouncer;PS2;2000;Action;Sony Computer Entertainment;3;23;38;8;99
2083;Dead Space 3;X360;2013;Action;Electronic Arts;64;28;0;8;99
